FL_DEP_AirlineCode1,FL_DEP_DepartureFlightNumber,FL_DEP_DepartureAircraftRegistration,FL_DEP_ARCFT1,FL_DEP_SDD,FL_DEP_STD,FL_DEP_Destination1,FL_DEP_OperationType1,FL_DEP_DepartureRemarks
EK,806,,A380,10/25/2023,07:45,DXB,,
EK,806,,A380,10/26/2023,07:45,DXB,,
EK,806,,A380,10/27/2023,07:45,DXB,,
EK,806,,A380,10/28/2023,07:45,DXB,,
EK,806,,A380,10/29/2023,07:45,DXB,,
EK,806,,A380,10/30/2023,07:45,DXB,,
EK,806,,A380,10/31/2023,07:45,DXB,,
EK,806,A6 EDZ,A380,10/10/2023,07:45,DXB,,
EK,806,A6 EEK,A380,10/2/2023,07:45,DXB,,
EK,806,A6 EES,A380,10/8/2023,07:45,DXB,,
EK,806,A6 EEU,A380,10/1/2023,07:45,DXB,,
EK,806,A6 EUI,A380,10/11/2023,07:45,DXB,,
EK,806,A6 EUK,A380,10/9/2023,07:45,DXB,,
EK,806,A6EDM,A380,10/4/2023,07:45,DXB,,
EK,806,A6-EDV,A380,10/14/2023,07:45,DXB,,
EK,806,A6EEG,A380,10/16/2023,07:45,DXB,,
EK,806,A6EEK,A380,10/6/2023,07:45,DXB,,
EK,806,A6EOC,A380,10/7/2023,07:45,DXB,,
EK,806,A6EOK,A380,10/13/2023,07:45,DXB,,
EK,806,A6EOL,A380,10/15/2023,07:45,DXB,,
EK,806,A6EOM,A380,10/12/2023,07:45,DXB,,
EK,806,A6EOM,A380,10/5/2023,07:45,DXB,,
EK,806,A6-EOM,A388,10/17/2023,07:45,DXB,,
EK,806,A6-EUD,A380,10/3/2023,07:45,DXB,,
EK,806A,A6EEK,A380,10/2/2023,07:45,DXB,TECHNICAL,
EK,806A,A6EOL,A380,10/15/2023,07:38,DXB,TECHNICAL,
ET,403,,A350,10/18/2023,01:35,ADD,,
ET,403,,A350,10/19/2023,01:35,ADD,,
ET,403,,A350,10/20/2023,01:35,ADD,,
ET,403,,A350,10/21/2023,01:35,ADD,,
ET,403,,A350,10/22/2023,01:35,ADD,,
ET,403,,A350,10/23/2023,01:35,ADD,,
ET,403,,A350,10/24/2023,01:35,ADD,,
ET,403,,A350,10/25/2023,01:35,ADD,,
ET,403,,A350,10/26/2023,01:35,ADD,,
ET,403,,A350,10/27/2023,01:35,ADD,,
ET,403,,A350,10/28/2023,01:35,ADD,,
ET,403,,A350,10/29/2023,01:35,ADD,,
ET,403,,A350,10/30/2023,01:35,ADD,,
ET,403,,A350,10/31/2023,01:35,ADD,,
ET,403,ET APX,B773,10/11/2023,01:35,ADD,,
ET,403,ET APX,B773,10/9/2023,01:35,ADD,,
ET,403,ET APY,B773,10/8/2023,01:35,ADD,,
ET,403,ET AWP,A359,10/10/2023,01:35,ADD,,
ET,403,ET AWP,A359,10/7/2023,01:35,ADD,,
ET,403,ETANN,B772,10/15/2023,01:35,ADD,,
ET,403,ET-ANN,B772,10/5/2023,01:35,ADD,,
ET,403,ET-ANP,B772,10/4/2023,01:35,ADD,,
ET,403,ETAPX,B773,10/13/2023,01:35,ADD,,
ET,403,ETASK,B773,10/16/2023,01:35,ADD,,
ET,403,ET-ATL,B788,10/14/2023,01:35,ADD,,
ET,403,ET-ATQ,A350,10/12/2023,01:35,ADD,,
ET,403,ET-ATQ,A350,10/2/2023,01:35,ADD,,
ET,403,ET-AUB,A350,10/6/2023,01:35,ADD,,
ET,403,ETAVB,A359,10/1/2023,01:35,ADD,,
ET,403,ETAWN,A359,10/17/2023,01:35,ADD,,
ET,403,ET-AYM,A350,10/3/2023,01:35,ADD,,
ET,463,,B738,10/18/2023,12:20,ADD,,
ET,463,,B738,10/19/2023,12:20,ADD,,
ET,463,,B738,10/20/2023,12:20,ADD,,
ET,463,,B738,10/21/2023,12:20,ADD,,
ET,463,,B738,10/22/2023,12:20,ADD,,
ET,463,,B738,10/23/2023,12:20,ADD,,
ET,463,,B738,10/24/2023,12:20,ADD,,
ET,463,,B738,10/25/2023,12:20,ADD,,
ET,463,,B738,10/26/2023,12:20,ADD,,
ET,463,,B738,10/27/2023,12:20,ADD,,
ET,463,,B738,10/28/2023,12:20,ADD,,
ET,463,,B738,10/29/2023,12:20,ADD,,
ET,463,,B738,10/30/2023,12:20,ADD,,
ET,463,,B738,10/31/2023,12:20,ADD,,
ET,463,ET-AOU,B788,10/16/2023,12:20,ADD,,
ET,463,ETAOV,B788,10/12/2023,12:20,ADD,,
ET,463,ETAPK,B738,10/1/2023,12:20,ADD,,
ET,463,ET-APL,B738,10/6/2023,12:20,ADD,,
ET,463,ETAQQ,B738,10/2/2023,12:20,ADD,,
ET,463,ET-ARE,B787-8,10/4/2023,12:20,ADD,,
ET,463,ET-ATH,B788,10/5/2023,12:20,ADD,,
ET,463,ET-AVL,B738,10/9/2023,12:20,ADD,,
ET,463,ET-AWF,B738,10/7/2023,12:20,ADD,,
ET,463,ETAWH,B737-MAX8,10/13/2023,12:20,ADD,,
ET,463,ET-AWH,B737-MAX8,10/11/2023,12:20,ADD,,
ET,463,ET-AWH,B738,10/17/2023,12:20,ADD,,
ET,463,ET-AWI,B738,10/10/2023,12:20,ADD,,
ET,463,ET-AXG,B738,10/8/2023,12:20,ADD,,
ET,463,ETAXK,B787-9,10/3/2023,12:20,ADD,,
ET,463,ET-AZA,B738,10/14/2023,12:20,ADD,,
ET,463,ET-AZA,B738,10/15/2023,12:20,ADD,,
F3,102,HZ-FAL,A320,10/17/2023,04:30,RUH,,
F3,102,HZ-FAL,A320,10/6/2023,04:30,RUH,,
F3,102,HZ-FAM,A320,10/5/2023,04:30,RUH,,
F3,102,HZ-FAM,A330,10/8/2023,04:30,RUH,,
F3,102,HZ-FAN,A320,10/13/2023,04:30,RUH,,
F3,102,HZ-FAN,A330,10/12/2023,04:30,RUH,,
F3,102,HZ-FAO,A320,10/1/2023,04:30,RUH,,
F3,102,HZ-FAT,A320,10/11/2023,04:30,RUH,,
F3,102,HZ-FAT,A320,10/7/2023,04:30,RUH,,
F3,102,HZ-FAU,A320,10/3/2023,04:30,RUH,,
F3,102,HZ-FAV,A320,10/15/2023,04:30,RUH,,
F3,102,HZ-FAX,A320,10/10/2023,04:30,RUH,,
F3,102,HZ-FAX,A320,10/9/2023,04:30,RUH,,
F3,102,HZ-FAZ,A320,10/16/2023,04:30,RUH,,
F3,102,HZ-FBB,A320,10/14/2023,04:30,RUH,,
F3,102,HZ-FBD,A320,10/2/2023,04:30,RUH,,
F3,102,HZ-FBD,A320,10/4/2023,04:30,RUH,,
F3,104,HZ-FAF,A330,10/16/2023,05:30,RUH,,
F3,104,HZ-FAL,A320,10/5/2023,05:30,RUH,,
F3,104,HZ-FAL,A320,10/8/2023,05:30,RUH,,
F3,104,HZ-FAM,A320,10/9/2023,05:30,RUH,,
F3,104,HZ-FAN,A320,10/15/2023,05:30,RUH,,
F3,104,HZ-FAT,A320,10/14/2023,05:30,RUH,,
F3,104,HZ-FAW,A320,10/11/2023,05:30,RUH,,
F3,104,HZ-FAY,A320,10/12/2023,05:30,RUH,,
F3,104,HZ-FAZ,A320,10/1/2023,05:30,RUH,,
F3,104,HZ-FAZ,A320,10/2/2023,05:30,RUH,,
F3,104,HZ-FAZ,A320,10/4/2023,05:30,RUH,,
F3,104,HZ-FAZ,A320,10/7/2023,05:30,RUH,,
F3,110,HZ-FAC,A320,10/3/2023,02:00,RUH,,
F3,110,HZ-FAC,A320,10/4/2023,02:00,RUH,,
F3,110,HZ-FAE,A320,10/7/2023,02:00,RUH,,
F3,110,HZ-FAE,A320,10/8/2023,02:00,RUH,,
F3,110,HZ-FAH,A330,10/10/2023,02:00,RUH,,
F3,110,HZ-FAJ,A330,10/2/2023,02:00,RUH,,
F3,110,HZ-FAO,A320,10/12/2023,02:00,RUH,,
F3,110,HZ-FAO,A320,10/5/2023,02:00,RUH,,
F3,110,HZ-FAU,A320,10/17/2023,02:00,RUH,,
F3,110,HZ-FAU,A320,10/9/2023,02:00,RUH,,
F3,110,HZ-FAV,A320,10/11/2023,02:00,RUH,,
F3,110,HZ-FAV,A320,10/6/2023,02:00,RUH,,
F3,110,HZ-FAW,A330,10/1/2023,02:00,RUH,,
F3,110,HZ-FAX,A320,10/13/2023,02:00,RUH,,
F3,110,HZ-FAX,A320,10/15/2023,02:00,RUH,,
F3,110,HZ-FBC,A320,10/14/2023,02:00,RUH,,
F3,110,HZ-FBC,A320,10/16/2023,02:00,RUH,,
F3,116,HZ-FAL,A320,10/17/2023,09:25,RUH,,
F3,116,HZ-FAL,A330,10/6/2023,09:25,RUH,,
F3,116,HZ-FAM,A320,10/5/2023,09:25,RUH,,
F3,116,HZ-FAM,A320,10/8/2023,09:25,RUH,,
F3,116,HZ-FAN,A320,10/11/2023,09:25,RUH,,
F3,116,HZ-FAN,A320,10/12/2023,09:25,RUH,,
F3,116,HZ-FAN,A320,10/13/2023,09:25,RUH,,
F3,116,HZ-FAO,A320,10/1/2023,09:25,RUH,,
F3,116,HZ-FAT,A320,10/7/2023,09:25,RUH,,
F3,116,HZ-FAU,A320,10/3/2023,09:25,RUH,,
F3,116,HZ-FAV,A320,10/15/2023,09:25,RUH,,
F3,116,HZ-FAX,A320,10/10/2023,09:25,RUH,,
F3,116,HZ-FAX,A320,10/9/2023,09:25,RUH,,
F3,116,HZ-FAZ,A320,10/16/2023,09:25,RUH,,
F3,116,HZ-FBB,A330,10/14/2023,09:25,RUH,,
F3,116,HZ-FBD,A320,10/2/2023,09:25,RUH,,
F3,116,HZ-FBD,A320,10/4/2023,09:25,RUH,,
F3,120,HZ-FAF,A320,10/16/2023,10:55,RUH,,
F3,120,HZ-FAL,A320,10/5/2023,10:55,RUH,,
F3,120,HZ-FAL,A320,10/8/2023,10:55,RUH,,
F3,120,HZ-FAM,A330,10/17/2023,10:55,RUH,,
F3,120,HZ-FAP,A320,10/3/2023,10:55,RUH,,
F3,120,HZ-FAT,A320,10/6/2023,10:55,RUH,,
F3,120,HZ-FAT,A320,10/9/2023,10:55,RUH,,
F3,120,HZ-FAT,A330,10/14/2023,10:55,RUH,,
F3,120,HZ-FAW,A320,10/11/2023,10:55,RUH,,
F3,120,HZ-FAY,A320,10/12/2023,10:55,RUH,,
F3,120,HZ-FAY,A320,10/15/2023,10:55,RUH,,
F3,120,HZ-FAY,A330,10/13/2023,10:55,RUH,,
F3,120,HZ-FAZ,A320,10/1/2023,10:55,RUH,,
F3,120,HZ-FAZ,A320,10/10/2023,10:55,RUH,,
F3,120,HZ-FAZ,A320,10/2/2023,10:55,RUH,,
F3,120,HZ-FAZ,A320,10/4/2023,10:55,RUH,,
F3,120,HZ-FAZ,A320,10/7/2023,10:55,RUH,,
F3,122,HZ-FAD,A320,10/8/2023,12:55,RUH,,
F3,122,HZ-FAD,A330,10/15/2023,12:55,RUH,,
F3,122,HZ-FAF,A320,10/13/2023,12:55,RUH,,
F3,122,HZ-FAF,A320,10/14/2023,12:55,RUH,,
F3,122,HZ-FAG,A320,10/4/2023,12:55,RUH,,
F3,122,HZ-FAL,A320,10/7/2023,12:55,RUH,,
F3,122,HZ-FAM,A320,10/10/2023,12:55,RUH,,
F3,122,HZ-FAN,A320,10/2/2023,12:55,RUH,,
F3,122,HZ-FAN,A330,10/6/2023,12:55,RUH,,
F3,122,HZ-FAP,A320,10/17/2023,12:55,RUH,,
F3,122,HZ-FAP,A330,10/16/2023,12:55,RUH,,
F3,122,HZ-FAP,A330,10/5/2023,12:55,RUH,,
F3,122,HZ-FAY,A320,10/11/2023,12:55,RUH,,
F3,122,HZ-FAY,A320,10/9/2023,12:55,RUH,,
F3,122,HZ-FAZ,A320,10/12/2023,12:55,RUH,,
F3,122,HZ-FAZ,A320,10/3/2023,12:55,RUH,,
F3,122,HZ-FBD,A320,10/1/2023,12:55,RUH,,
F3,126,HZ-FAD,A320,10/12/2023,14:20,RUH,,
F3,126,HZ-FAD,A320,10/9/2023,14:20,RUH,,
F3,126,HZ-FAE,A320,10/2/2023,14:20,RUH,,
F3,126,HZ-FAN,A320,10/1/2023,14:20,RUH,,
F3,126,HZ-FAN,A320,10/14/2023,14:20,RUH,,
F3,126,HZ-FAN,A320,10/15/2023,14:20,RUH,,
F3,126,HZ-FAN,A320,10/3/2023,14:20,RUH,,
F3,126,HZ-FAP,A320,10/4/2023,14:20,RUH,,due to operation requirements and technical reasons
F3,126,HZ-FAT,A320,10/11/2023,14:20,RUH,,
F3,126,HZ-FAT,A320,10/8/2023,14:20,RUH,,
F3,126,HZ-FAY,A320,10/10/2023,14:20,RUH,,
F3,126,HZ-FAY,A320,10/16/2023,14:20,RUH,,
F3,126,HZ-FAY,A320,10/17/2023,14:20,RUH,,
F3,126,HZ-FAY,A320,10/5/2023,14:20,RUH,,
F3,126,HZ-FAY,A320,10/7/2023,14:20,RUH,,
F3,126,HZ-FBD,A320,10/13/2023,14:20,RUH,,
F3,126,HZ-FBD,A320,10/6/2023,14:20,RUH,,
F3,132,HZ-FAA,A320,10/6/2023,16:05,RUH,,
F3,132,HZ-FAD,A320,10/10/2023,16:05,RUH,,
F3,132,HZ-FAF,A320,10/17/2023,16:05,RUH,,
F3,132,HZ-FAK,A330,10/1/2023,16:05,RUH,,
F3,132,HZ-FAL,A320,10/15/2023,16:05,RUH,,
F3,132,HZ-FAM,A320,10/13/2023,16:05,RUH,,
F3,132,HZ-FAM,A320,10/14/2023,16:05,RUH,,
F3,132,HZ-FAP,A320,10/7/2023,16:05,RUH,,
F3,132,HZ-FAS,A320,10/9/2023,16:05,RUH,,
F3,132,HZ-FAT,A320,10/16/2023,16:05,RUH,,
F3,132,HZ-FAU,A320,10/3/2023,16:05,RUH,,
F3,132,HZ-FAW,A320,10/4/2023,16:05,RUH,,
F3,132,HZ-FAX,A320,10/12/2023,16:05,RUH,,
F3,132,HZ-FAX,A320,10/5/2023,16:05,RUH,,
F3,132,HZ-FAZ,A320,10/8/2023,16:05,RUH,,
F3,132,HZ-FAZ,A330,10/11/2023,16:05,RUH,,
F3,132,HZ-FBD,A320,10/2/2023,16:05,RUH,,
F3,138,HZ-FAF,A320,10/3/2023,12:30,RUH,,
F3,138,HZ-FAH,A320,10/12/2023,12:30,RUH,,
F3,138,HZ-FAH,A320,10/14/2023,12:30,RUH,,
F3,138,HZ-FAH,A320,10/17/2023,12:30,RUH,,
F3,138,HZ-FAI,A320,10/13/2023,12:30,RUH,,
F3,138,HZ-FAJ,A320,10/4/2023,12:30,RUH,,
F3,138,HZ-FAJ,A320,10/6/2023,12:30,RUH,,DOOR RE OPEN TECH MAT 1310Z FAO O.O.SVC PAX DPLND
F3,138,HZ-FAM,A320,10/1/2023,12:30,RUH,,
F3,138,HZ-FAQ,A320,10/8/2023,12:30,RUH,,
F3,138,HZ-FAU,A320,10/11/2023,12:30,RUH,,
F3,138,HZ-FAU,A320,10/9/2023,12:30,RUH,,
F3,138,HZ-FAW,A320,10/2/2023,12:30,RUH,,
F3,138,HZ-FBA,A320,10/16/2023,12:30,RUH,,
F3,138,HZ-FBC,A320,10/10/2023,12:30,RUH,,
F3,138,HZ-FBC,A320,10/15/2023,12:30,RUH,,
F3,138,HZ-FBC,A320,10/5/2023,12:30,RUH,,
F3,138,HZ-FBC,A320,10/7/2023,12:30,RUH,,
F3,140,HZ-FAD,A320,10/8/2023,18:15,RUH,,
F3,140,HZ-FAF,A320,10/7/2023,18:15,RUH,,
F3,140,HZ-FAG,A320,10/4/2023,18:15,RUH,,
F3,140,HZ-FAI,A320,10/12/2023,18:15,RUH,,
F3,140,HZ-FAL,A320,10/13/2023,18:15,RUH,,
F3,140,HZ-FAM,A320,10/10/2023,18:15,RUH,,
F3,140,HZ-FAN,A320,10/2/2023,18:15,RUH,,
F3,140,HZ-FAN,A320,10/6/2023,18:15,RUH,,
F3,140,HZ-FAP,A320,10/5/2023,18:15,RUH,,
F3,140,HZ-FAT,A320,10/17/2023,18:15,RUH,,
F3,140,HZ-FAV,A320,10/16/2023,18:15,RUH,,
F3,140,HZ-FAY,A320,10/11/2023,18:15,RUH,,
F3,140,HZ-FAY,A330,10/9/2023,18:15,RUH,,
F3,140,HZ-FAZ,A320,10/14/2023,18:15,RUH,,
F3,140,HZ-FAZ,A320,10/15/2023,18:15,RUH,,
F3,140,HZ-FAZ,A320,10/3/2023,18:15,RUH,,
F3,140,HZ-FBD,A320,10/1/2023,18:15,RUH,,
F3,144,HZ-FAB,A320,10/15/2023,19:30,RUH,,
F3,144,HZ-FAD,A320,10/4/2023,19:15,RUH,,due to operation requirements and technical reasons
F3,144,HZ-FAD,A320,10/9/2023,19:15,RUH,,
F3,144,HZ-FAE,A320,10/2/2023,19:15,RUH,,
F3,144,HZ-FAF,A320,10/13/2023,19:15,RUH,,
F3,144,HZ-FAF,A330,10/14/2023,19:15,RUH,,
F3,144,HZ-FAN,A320,10/1/2023,19:15,RUH,,
F3,144,HZ-FAN,A320,10/3/2023,19:15,RUH,,
F3,144,HZ-FAP,A320,10/16/2023,19:15,RUH,,
F3,144,HZ-FAP,A320,10/17/2023,19:15,RUH,,
F3,144,HZ-FAT,A320,10/8/2023,19:15,RUH,,
F3,144,HZ-FAT,A330,10/11/2023,19:15,RUH,,
F3,144,HZ-FAY,A320,10/5/2023,19:15,RUH,,
F3,144,HZ-FAY,A330,10/10/2023,19:15,RUH,,
F3,144,HZ-FAY,A330,10/7/2023,19:15,RUH,,
F3,144,HZ-FAZ,A330,10/12/2023,19:15,RUH,,
F3,144,HZ-FBD,A320,10/6/2023,19:15,RUH,,
F3,148,HZ-FAE,A320,10/14/2023,15:05,RUH,,
F3,148,HZ-FAF,A320,10/5/2023,15:05,RUH,,
F3,148,HZ-FAH,A320,10/7/2023,15:05,RUH,,
F3,148,HZ-FAH,A330,10/16/2023,15:05,RUH,,
F3,148,HZ-FAI,A320,10/17/2023,15:05,RUH,,
F3,148,HZ-FAI,A320,10/4/2023,15:05,RUH,,
F3,148,HZ-FAJ,A330,10/11/2023,15:05,RUH,,
F3,148,HZ-FAO,A320,10/15/2023,15:05,RUH,,
F3,148,HZ-FAP,A320,10/10/2023,15:05,RUH,,
F3,148,HZ-FAP,A320,10/8/2023,15:05,RUH,,
F3,148,HZ-FAQ,A320,10/13/2023,15:05,RUH,,
F3,148,HZ-FAQ,A330,10/12/2023,15:05,RUH,,
F3,148,HZ-FAS,A320,10/3/2023,15:05,RUH,,
F3,148,HZ-FAU,A320,10/6/2023,15:05,RUH,,
F3,148,HZ-FBA,A320,10/1/2023,15:05,RUH,,
F3,148,HZ-FBA,A320,10/2/2023,15:05,RUH,,
F3,148,HZ-FBC,A320,10/9/2023,15:10,RUH,,
F3,152,HZ-FAD,A320,10/10/2023,21:15,RUH,,
F3,152,HZ-FAF,A320,10/17/2023,21:15,RUH,,
F3,152,HZ-FAF,A320,10/6/2023,21:30,RUH,,
F3,152,HZ-FAK,A320,10/1/2023,21:15,RUH,,
F3,152,HZ-FAL,A320,10/15/2023,21:15,RUH,,
F3,152,HZ-FAM,A320,10/13/2023,21:15,RUH,,
F3,152,HZ-FAM,A320,10/14/2023,21:15,RUH,,
F3,152,HZ-FAS,A320,10/7/2023,21:30,RUH,,
F3,152,HZ-FAS,A320,10/9/2023,21:15,RUH,,
F3,152,HZ-FAT,A320,10/16/2023,21:15,RUH,,
F3,152,HZ-FAV,A320,10/12/2023,21:15,RUH,,
F3,152,HZ-FAW,A320,10/4/2023,21:15,RUH,,
F3,152,HZ-FAX,A320,10/3/2023,21:30,RUH,,
F3,152,HZ-FAX,A320,10/5/2023,21:15,RUH,,
F3,152,HZ-FAZ,A320,10/11/2023,21:15,RUH,,
F3,152,HZ-FAZ,A330,10/8/2023,21:15,RUH,,
F3,152,HZ-FBD,A320,10/2/2023,21:15,RUH,,
F3,154,HZ-FAF,A320,10/3/2023,17:25,RUH,,
F3,154,HZ-FAH,A320,10/14/2023,17:25,RUH,,
F3,154,HZ-FAH,A330,10/12/2023,17:25,RUH,,
F3,154,HZ-FAH,A330,10/17/2023,17:25,RUH,,
F3,154,HZ-FAI,A320,10/13/2023,17:25,RUH,,
F3,154,HZ-FAJ,A320,10/4/2023,17:25,RUH,,
F3,154,HZ-FAJ,A320,10/6/2023,17:25,RUH,,
F3,154,HZ-FAM,A320,10/1/2023,17:25,RUH,,
F3,154,HZ-FAQ,A320,10/8/2023,17:25,RUH,,
F3,154,HZ-FAU,A320,10/11/2023,17:25,RUH,,
F3,154,HZ-FAU,A320,10/9/2023,17:25,RUH,,
F3,154,HZ-FAW,A320,10/2/2023,17:25,RUH,,
F3,154,HZ-FBA,A330,10/16/2023,17:25,RUH,,
F3,154,HZ-FBC,A320,10/10/2023,17:25,RUH,,
F3,154,HZ-FBC,A320,10/15/2023,17:25,RUH,,
F3,154,HZ-FBC,A320,10/5/2023,17:25,RUH,,
F3,154,HZ-FBC,A320,10/7/2023,17:25,RUH,,
F3,156,HZ-FAF,A320,10/7/2023,23:20,RUH,,
F3,156,HZ-FAL,A320,10/10/2023,23:20,RUH,,
F3,156,HZ-FAL,A320,10/11/2023,23:20,RUH,,
F3,156,HZ-FAL,A320,10/8/2023,23:20,RUH,,
F3,156,HZ-FAL,A320,10/9/2023,23:20,RUH,,
F3,156,HZ-FAN,A320,10/17/2023,23:25,RUH,,
F3,156,HZ-FAP,A320,10/13/2023,23:25,RUH,,
F3,156,HZ-FAU,A320,10/1/2023,23:25,RUH,,
F3,156,HZ-FAW,A320,10/2/2023,23:25,RUH,,
F3,156,HZ-FAW,A320,10/3/2023,23:20,RUH,,
F3,156,HZ-FAX,A320,10/16/2023,23:20,RUH,,
F3,156,HZ-FAX,A320,10/6/2023,23:20,RUH,,
F3,156,HZ-FAY,A320,10/4/2023,23:20,RUH,,
F3,156,HZ-FAZ,A320,10/14/2023,23:20,RUH,,
F3,156,HZ-FBB,A320,10/5/2023,23:20,RUH,,
F3,156,HZ-FBD,A320,10/12/2023,23:20,RUH,,
F3,156,HZ-FBD,A320,10/15/2023,23:20,RUH,,
F3,160,HZ-FAB,A320,10/1/2023,01:10,RUH,,
F3,303,HZ-FAF,A330,10/5/2023,04:55,DMM,,
F3,303,HZ-FAH,A320,10/16/2023,04:55,DMM,,
F3,303,HZ-FAH,A320,10/7/2023,04:55,DMM,,
F3,303,HZ-FAH,A330,10/6/2023,04:55,DMM,,
F3,303,HZ-FAK,A320,10/17/2023,04:55,DMM,,
F3,303,HZ-FAO,A320,10/13/2023,04:55,DMM,,
F3,303,HZ-FAO,A330,10/15/2023,04:55,DMM,,
F3,303,HZ-FAP,A320,10/10/2023,04:55,DMM,,
F3,303,HZ-FAP,A330,10/8/2023,04:55,DMM,,
F3,303,HZ-FAS,A320,10/3/2023,04:55,DMM,,
F3,303,HZ-FAV,A320,10/12/2023,04:55,DMM,,
F3,303,HZ-FAW,A320,10/14/2023,04:55,DMM,,
F3,303,HZ-FBA,A320,10/2/2023,04:55,DMM,,
F3,303,HZ-FBA,A330,10/1/2023,04:55,DMM,,
F3,303,HZ-FBC,A320,10/11/2023,04:55,DMM,,
F3,303,HZ-FBC,A320,10/4/2023,04:55,DMM,,
F3,303,HZ-FBC,A320,10/9/2023,04:55,DMM,,
F3,309,HZ-FAA,A320,10/8/2023,09:55,DMM,,
F3,309,HZ-FAE,A320,10/6/2023,09:55,DMM,,
F3,309,HZ-FAH,A320,10/10/2023,09:55,DMM,,
F3,309,HZ-FAH,A320,10/15/2023,09:55,DMM,,
F3,309,HZ-FAI,A320,10/5/2023,09:55,DMM,,
F3,309,HZ-FAK,A320,10/16/2023,09:55,DMM,,
F3,309,HZ-FAP,A320,10/11/2023,09:55,DMM,,
F3,309,HZ-FAP,A320,10/13/2023,09:55,DMM,,
F3,309,HZ-FAQ,A330,10/9/2023,09:55,DMM,,
F3,309,HZ-FAR,A320,10/17/2023,09:55,DMM,,
F3,309,HZ-FAS,A320,10/2/2023,09:55,DMM,,
F3,309,HZ-FAS,A320,10/4/2023,09:55,DMM,,
F3,309,HZ-FAS,A320,10/7/2023,09:55,DMM,,
F3,309,HZ-FAU,A320,10/1/2023,09:55,DMM,,
F3,309,HZ-FAX,A320,10/3/2023,09:55,DMM,,
F3,309,HZ-FBA,A320,10/14/2023,09:55,DMM,,
F3,309,HZ-FBD,A320,10/12/2023,09:55,DMM,,
F3,317,HZ-FAA,A320,10/8/2023,15:35,DMM,,
F3,317,HZ-FAE,A320,10/6/2023,15:35,DMM,,
F3,317,HZ-FAH,A320,10/15/2023,15:35,DMM,,
F3,317,HZ-FAH,A330,10/10/2023,15:35,DMM,,
F3,317,HZ-FAI,A320,10/5/2023,15:50,DMM,,
F3,317,HZ-FAK,A320,10/16/2023,15:35,DMM,,
F3,317,HZ-FAP,A320,10/13/2023,15:35,DMM,,
F3,317,HZ-FAP,A330,10/11/2023,15:35,DMM,,
F3,317,HZ-FAQ,A320,10/9/2023,15:35,DMM,,
F3,317,HZ-FAR,A320,10/17/2023,15:35,DMM,,
F3,317,HZ-FAS,A320,10/2/2023,15:35,DMM,,
F3,317,HZ-FAS,A320,10/4/2023,15:35,DMM,,
F3,317,HZ-FAS,A320,10/7/2023,15:35,DMM,,
F3,317,HZ-FAU,A320,10/1/2023,15:35,DMM,,
F3,317,HZ-FAX,A320,10/3/2023,15:35,DMM,,
F3,317,HZ-FBA,A320,10/14/2023,15:35,DMM,,
F3,317,HZ-FBD,A320,10/12/2023,15:35,DMM,,
F3,323,HZ-FAE,A320,10/14/2023,20:05,DMM,,15B
F3,323,HZ-FAF,A320,10/5/2023,20:05,DMM,,
F3,323,HZ-FAH,A320,10/16/2023,20:05,DMM,,
F3,323,HZ-FAH,A330,10/7/2023,20:05,DMM,,
F3,323,HZ-FAI,A320,10/4/2023,20:05,DMM,,
F3,323,HZ-FAI,A330,10/17/2023,20:05,DMM,,
F3,323,HZ-FAJ,A320,10/11/2023,20:05,DMM,,
F3,323,HZ-FAO,A320,10/15/2023,20:05,DMM,,
F3,323,HZ-FAP,A320,10/10/2023,20:05,DMM,,
F3,323,HZ-FAP,A320,10/8/2023,20:05,DMM,,
F3,323,HZ-FAQ,A320,10/12/2023,20:05,DMM,,
F3,323,HZ-FAQ,A320,10/13/2023,20:05,DMM,,
F3,323,HZ-FAS,A320,10/3/2023,20:05,DMM,,
F3,323,HZ-FAU,A320,10/6/2023,20:05,DMM,,
F3,323,HZ-FBA,A320,10/1/2023,20:05,DMM,,
F3,323,HZ-FBA,A320,10/2/2023,20:05,DMM,,
F3,323,HZ-FBC,A320,10/9/2023,20:05,DMM,,
F3,333,HZ-FAA,A320,10/16/2023,03:30,AHB,,
F3,333,HZ-FAI,A320,10/17/2023,03:30,AHB,,
F3,333,HZ-FAJ,A320,10/1/2023,03:30,AHB,,
F3,333,HZ-FAQ,A320,10/11/2023,03:30,AHB,,
F3,333,HZ-FAU,A320,10/10/2023,03:30,AHB,,
F3,333,HZ-FAU,A320,10/13/2023,03:30,AHB,,
F3,333,HZ-FAU,A320,10/14/2023,03:30,AHB,,
F3,333,HZ-FAU,A320,10/7/2023,03:30,AHB,,
F3,333,HZ-FAV,A320,10/4/2023,03:30,AHB,,
F3,333,HZ-FAV,A320,10/5/2023,03:30,AHB,,
F3,333,HZ-FAV,A320,10/9/2023,03:30,AHB,,
F3,333,HZ-FAX,A320,10/2/2023,03:30,AHB,,
F3,333,HZ-FAX,A320,10/3/2023,03:30,AHB,,
F3,333,HZ-FBA,A320,10/15/2023,03:30,AHB,,
F3,333,HZ-FBC,A320,10/12/2023,03:30,AHB,,
F3,333,HZ-FBC,A320,10/6/2023,03:30,AHB,,
F3,333,HZ-FBC,A320,10/8/2023,03:30,AHB,,
F3,337,HZ-FAJ,A320,10/1/2023,08:50,AHB,,
F3,337,HZ-FAQ,A320,10/11/2023,08:50,AHB,,
